\textit{LLMIC},,,,,,,,,,,
,Reactive-Business/Reactive-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.1)
,Elimination,0.3\textcolor{white}{aaa} (0.1; 0.6),0.0\textcolor{white}{aaa} (0.0; 0.1),4.7\textcolor{white}{aaa} (2.7; 7.1),0.3\textcolor{white}{aaa} (0.2; 0.5),3.3\textcolor{white}{aaa} (1.9; 4.3),8.1\textcolor{white}{aaa} (5.3; 11),2.5\textcolor{white}{aaa} (1.6; 3.3),0.7\textcolor{white}{aaa} (0.4; 1.0),3.4\textcolor{white}{aaa} (2.1; 4.6),3.9\textcolor{white}{aaa} (2.4; 5.2)\phantom{.}
Influenza-1957-X,No Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.1\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.1\textcolor{white}{aaa} (0.1; 0.1),0.1\textcolor{white}{aaa} (0.1; 0.1)
,Reactive-Business/Sustained-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.1\textcolor{white}{aaa} (0.0; 0.4),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.4),0.1\textcolor{white}{aaa} (0.0; 0.8),0.0\textcolor{white}{aaa} (0.0; 0.6),0.0\textcolor{white}{aaa} (0.0; 0.0),0.1\textcolor{white}{aaa} (0.1; 0.7),0.1\textcolor{white}{aaa} (0.1; 0.3)
,Reactive-Business/Reactive-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.2),0.0\textcolor{white}{aaa} (0.0; 0.0),0.1\textcolor{white}{aaa} (0.0; 1.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.6),0.1\textcolor{white}{aaa} (0.0; 0.7),0.0\textcolor{white}{aaa} (0.0; 1.1),0.0\textcolor{white}{aaa} (0.0; 0.4),0.1\textcolor{white}{aaa} (0.1; 1.9),0.1\textcolor{white}{aaa} (0.1; 1.5)
,Elimination,0.4\textcolor{white}{aaa} (0.2; 0.7),0.1\textcolor{white}{aaa} (0.0; 0.2),5.8\textcolor{white}{aaa} (4.0; 8.2),0.4\textcolor{white}{aaa} (0.3; 0.6),3.9\textcolor{white}{aaa} (3.0; 4.8),9.6\textcolor{white}{aaa} (7.5; 12),2.9\textcolor{white}{aaa} (2.2; 3.7),0.9\textcolor{white}{aaa} (0.7; 1.1),4.0\textcolor{white}{aaa} (3.1; 5.1),4.6\textcolor{white}{aaa} (3.4; 5.9)\phantom{.}
Influenza-1918-X,No Closures,0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.1),0.3\textcolor{white}{aaa} (0.2; 0.7),0.1\textcolor{white}{aaa} (0.0; 0.2),0.1\textcolor{white}{aaa} (0.1; 0.3),0.5\textcolor{white}{aaa} (0.3; 1.0),0.2\textcolor{white}{aaa} (0.1; 0.4),0.1\textcolor{white}{aaa} (0.1; 0.3),0.8\textcolor{white}{aaa} (0.4; 1.6),0.7\textcolor{white}{aaa} (0.4; 1.4)
,Reactive-Business/Sustained-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.1),0.7\textcolor{white}{aaa} (0.3; 1.2),0.2\textcolor{white}{aaa} (0.1; 0.3),0.5\textcolor{white}{aaa} (0.2; 0.6),1.1\textcolor{white}{aaa} (0.7; 1.6),0.7\textcolor{white}{aaa} (0.4; 1.1),0.1\textcolor{white}{aaa} (0.0; 0.1),1.2\textcolor{white}{aaa} (0.8; 1.7),0.7\textcolor{white}{aaa} (0.5; 1.0)
,Reactive-Business/Reactive-School Closures,0.2\textcolor{white}{aaa} (0.1; 0.5),0.0\textcolor{white}{aaa} (0.0; 0.1),1.4\textcolor{white}{aaa} (0.6; 2.2),0.1\textcolor{white}{aaa} (0.1; 0.2),0.8\textcolor{white}{aaa} (0.3; 1.2),1.2\textcolor{white}{aaa} (0.6; 2.0),1.4\textcolor{white}{aaa} (0.4; 1.9),0.6\textcolor{white}{aaa} (0.2; 0.8),2.7\textcolor{white}{aaa} (1.3; 3.6),2.2\textcolor{white}{aaa} (1.1; 3.2)
,Elimination,0.4\textcolor{white}{aaa} (0.2; 0.7),0.1\textcolor{white}{aaa} (0.0; 0.2),6.2\textcolor{white}{aaa} (4.4; 8.7),0.5\textcolor{white}{aaa} (0.3; 0.7),4.0\textcolor{white}{aaa} (3.2; 5.0),10\textcolor{white}{aaa} (8.0; 13),3.1\textcolor{white}{aaa} (2.4; 3.9),1.0\textcolor{white}{aaa} (0.7; 1.2),4.6\textcolor{white}{aaa} (3.7; 5.8),5.2\textcolor{white}{aaa} (4.0; 6.5)\phantom{.}
Covid-Omicron-X,No Closures,0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.0),0.3\textcolor{white}{aaa} (0.2; 0.7),0.1\textcolor{white}{aaa} (0.0; 0.1),0.1\textcolor{white}{aaa} (0.1; 0.3),0.4\textcolor{white}{aaa} (0.2; 0.8),0.2\textcolor{white}{aaa} (0.1; 0.3),0.1\textcolor{white}{aaa} (0.1; 0.2),0.7\textcolor{white}{aaa} (0.4; 1.5),0.5\textcolor{white}{aaa} (0.3; 1.0)
,Reactive-Business/Sustained-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.1),0.8\textcolor{white}{aaa} (0.4; 1.4),0.2\textcolor{white}{aaa} (0.1; 0.3),0.5\textcolor{white}{aaa} (0.2; 0.7),1.2\textcolor{white}{aaa} (0.6; 1.7),0.8\textcolor{white}{aaa} (0.4; 1.2),0.1\textcolor{white}{aaa} (0.1; 0.2),1.4\textcolor{white}{aaa} (0.8; 2.0),0.7\textcolor{white}{aaa} (0.4; 1.1)
,Reactive-Business/Reactive-School Closures,0.2\textcolor{white}{aaa} (0.1; 0.4),0.0\textcolor{white}{aaa} (0.0; 0.1),1.5\textcolor{white}{aaa} (0.7; 2.5),0.1\textcolor{white}{aaa} (0.1; 0.2),0.9\textcolor{white}{aaa} (0.4; 1.3),1.6\textcolor{white}{aaa} (0.9; 2.5),1.2\textcolor{white}{aaa} (0.5; 1.9),0.5\textcolor{white}{aaa} (0.2; 0.8),2.5\textcolor{white}{aaa} (1.1; 3.6),2.0\textcolor{white}{aaa} (1.0; 3.1)
,Elimination,0.4\textcolor{white}{aaa} (0.2; 0.7),0.1\textcolor{white}{aaa} (0.0; 0.2),5.6\textcolor{white}{aaa} (3.6; 8.2),0.4\textcolor{white}{aaa} (0.3; 0.7),3.8\textcolor{white}{aaa} (2.4; 4.9),9.4\textcolor{white}{aaa} (6.5; 12),3.0\textcolor{white}{aaa} (2.1; 3.9),0.9\textcolor{white}{aaa} (0.6; 1.2),4.4\textcolor{white}{aaa} (3.3; 5.6),4.7\textcolor{white}{aaa} (3.3; 6.3)\phantom{.}
Covid-Delta-X,No Closures,0.4\textcolor{white}{aaa} (0.1; 1.0),0.1\textcolor{white}{aaa} (0.0; 0.4),3.5\textcolor{white}{aaa} (1.1; 7.2),0.8\textcolor{white}{aaa} (0.2; 1.5),1.5\textcolor{white}{aaa} (0.4; 3.1),5.3\textcolor{white}{aaa} (1.5; 9.1),1.9\textcolor{white}{aaa} (0.6; 3.6),1.3\textcolor{white}{aaa} (0.4; 2.6),8.8\textcolor{white}{aaa} (2.5; 16),6.8\textcolor{white}{aaa} (2.0; 11)
,Reactive-Business/Sustained-School Closures,0.3\textcolor{white}{aaa} (0.1; 0.7),0.1\textcolor{white}{aaa} (0.0; 0.5),3.3\textcolor{white}{aaa} (1.6; 6.3),0.6\textcolor{white}{aaa} (0.3; 1.3),1.3\textcolor{white}{aaa} (0.8; 2.7),4.6\textcolor{white}{aaa} (2.6; 8.3),2.8\textcolor{white}{aaa} (1.8; 4.2),0.7\textcolor{white}{aaa} (0.3; 1.9),5.8\textcolor{white}{aaa} (2.8; 13),4.3\textcolor{white}{aaa} (1.9; 9.7)
,Reactive-Business/Reactive-School Closures,0.6\textcolor{white}{aaa} (0.3; 1.1),0.1\textcolor{white}{aaa} (0.0; 0.4),5.4\textcolor{white}{aaa} (3.3; 8.4),0.6\textcolor{white}{aaa} (0.3; 1.1),3.2\textcolor{white}{aaa} (1.9; 4.4),7.9\textcolor{white}{aaa} (4.9; 11),3.1\textcolor{white}{aaa} (2.2; 4.4),1.3\textcolor{white}{aaa} (0.9; 2.2),7.0\textcolor{white}{aaa} (4.6; 12),6.5\textcolor{white}{aaa} (4.2; 10)
,Elimination,0.7\textcolor{white}{aaa} (0.4; 1.2),0.1\textcolor{white}{aaa} (0.0; 0.4),7.9\textcolor{white}{aaa} (5.6; 11),0.8\textcolor{white}{aaa} (0.5; 1.3),4.8\textcolor{white}{aaa} (3.8; 6.0),12\textcolor{white}{aaa} (9.7; 16),4.0\textcolor{white}{aaa} (3.1; 5.3),1.5\textcolor{white}{aaa} (1.1; 2.3),8.2\textcolor{white}{aaa} (5.7; 13),7.9\textcolor{white}{aaa} (5.8; 11)\phantom{.}
Covid-Wildtype-X,No Closures,0.1\textcolor{white}{aaa} (0.0; 0.2),0.0\textcolor{white}{aaa} (0.0; 0.1),0.4\textcolor{white}{aaa} (0.2; 1.2),0.1\textcolor{white}{aaa} (0.0; 0.3),0.2\textcolor{white}{aaa} (0.1; 0.5),0.6\textcolor{white}{aaa} (0.4; 1.7),0.2\textcolor{white}{aaa} (0.1; 0.7),0.2\textcolor{white}{aaa} (0.1; 0.4),1.0\textcolor{white}{aaa} (0.6; 2.9),0.8\textcolor{white}{aaa} (0.5; 2.3)
,Reactive-Business/Sustained-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.2),1.0\textcolor{white}{aaa} (0.5; 1.7),0.2\textcolor{white}{aaa} (0.1; 0.3),0.5\textcolor{white}{aaa} (0.4; 0.7),1.6\textcolor{white}{aaa} (1.1; 2.3),1.2\textcolor{white}{aaa} (0.8; 1.8),0.1\textcolor{white}{aaa} (0.1; 0.2),1.6\textcolor{white}{aaa} (1.1; 2.3),0.9\textcolor{white}{aaa} (0.6; 1.5)
,Reactive-Business/Reactive-School Closures,0.3\textcolor{white}{aaa} (0.1; 0.6),0.0\textcolor{white}{aaa} (0.0; 0.2),2.4\textcolor{white}{aaa} (1.3; 3.8),0.2\textcolor{white}{aaa} (0.1; 0.3),1.4\textcolor{white}{aaa} (0.9; 2.2),2.9\textcolor{white}{aaa} (1.5; 5.0),1.7\textcolor{white}{aaa} (1.1; 2.4),0.7\textcolor{white}{aaa} (0.4; 0.9),3.2\textcolor{white}{aaa} (2.2; 4.2),2.9\textcolor{white}{aaa} (1.9; 4.0)
,Elimination,0.4\textcolor{white}{aaa} (0.2; 0.7),0.1\textcolor{white}{aaa} (0.0; 0.2),5.4\textcolor{white}{aaa} (3.6; 7.9),0.4\textcolor{white}{aaa} (0.3; 0.6),3.6\textcolor{white}{aaa} (2.5; 4.6),8.9\textcolor{white}{aaa} (6.6; 12),2.8\textcolor{white}{aaa} (2.1; 3.7),0.9\textcolor{white}{aaa} (0.6; 1.2),4.3\textcolor{white}{aaa} (3.2; 5.5),4.7\textcolor{white}{aaa} (3.3; 6.0)\phantom{.}\phantom{.}
